#,Item name,Price,Quantity,Image

1,Door Aluminium Stack Folding 1.8m Bronze Left Hand,8299.95,1,https://www.cashbuild.co.za/shop/32745-home_default/door-aluminium-stack-folding-18m-bronze-left-hand-open-out.jpg,
2,Door Aluminium Stack Folding 1.8m Bronze Right Han,8299.95,1,https://www.cashbuild.co.za/shop/32195-home_default/door-aluminium-stack-folding-18m-bronze-right-hand-open-out.jpg,
3,Door Mixed Timber Safari Eco Pivot Set,4579.95,1,https://www.cashbuild.co.za/shop/22062-home_default/door-mixed-timber-safari-eco-pivot-set.jpg,
